Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Ad_Res_Avg
0,0.0,5,25,2,15,5.0,5.0,3.64,5.0,17,126,72,5,15,31,S,1,78.0,F,U,49810.0,38.333
0,0.0,2,14,1,7,14.0,14.0,11.64,14.0,17,116,71,6,15,31,S,1,68.0,F,H,49810.0,38.667
1,8.0,5,35,4,22,6.0,9.2,7.8,9.0,18,129,87,6,17,34,S,1,59.0,M,U,49810.0,45.0
0,0.0,2,4,1,2,30.0,27.5,19.25,30.0,15,56,46,6,14,17,A,0,59.018761061946904,F,U,49810.0,31.333
1,4.0,6,16,5,10,3.0,4.0,3.31,4.2,18,93,57,6,15,23,S,1,71.0,F,H,16564.0,32.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,26.0,F,U,45928.0,12.667
0,0.0,6,10,4,5,12.0,11.17,10.0,11.0,16,44,40,6,17,17,A,1,61.0,M,H,47412.0,28.333
0,0.0,5,7,3,3,4.0,4.8,4.57,4.33,17,31,26,6,13,11,A,1,63.0,M,H,26021.0,21.667
0,0.0,2,7,1,3,18.0,19.0,13.43,20.0,15,65,50,5,15,20,L,0,53.0,M,H,27204.0,31.0
0,0.0,5,6,4,4,4.0,4.6,4.33,4.75,16,29,24,6,12,10,A,1,63.0,F,H,39233.0,20.0
0,0.0,2,2,2,2,16.0,13.0,13.0,13.0,23,29,23,4,10,9,A,0,45.0,F,H,41069.0,18.667
0,0.0,1,1,0,0,20.0,20.0,20.0,11.67,16,16,14,5,5,6,F,0,66.0,F,H,41069.0,14.333
1,15.0,4,6,1,2,15.0,8.5,6.67,8.0,18,40,26,6,15,14,A,1,76.0,M,H,28542.0,21.333
1,20.0,1,6,0,2,20.0,20.0,12.33,11.67,19,52,42,6,6,18,A,0,59.018761061946904,M,U,41608.89441680486,29.0
1,10.0,7,10,5,6,10.0,9.0,7.7,8.6,19,44,35,6,15,15,A,1,51.0,F,H,41886.0,25.667
0,0.0,4,4,1,1,10.0,6.75,6.75,5.0,18,30,22,6,12,10,A,1,39.0,M,H,41886.0,20.0
0,0.0,0,12,0,2,15.0,0.0,10.42,11.67,6,53,65,5,5,14,A,0,47.0,M,U,43588.0,43.0
0,0.0,1,8,0,3,21.0,21.0,8.25,11.67,18,69,52,6,6,18,A,1,69.0,M,U,43588.0,32.667
0,0.0,2,9,0,5,15.0,14.5,10.56,11.67,19,119,57,6,6,23,A,0,61.0,F,U,43211.0,34.333
1,13.0,3,12,1,7,13.0,13.0,9.67,11.0,19,80,62,5,15,24,A,1,32.0,M,H,60483.0,36.333
0,0.0,2,6,2,4,21.0,18.0,12.0,18.0,16,68,52,6,15,21,A,0,52.0,M,H,60483.0,32.667
1,8.0,5,34,5,16,8.0,5.8,4.85,5.8,7,92,70,5,16,26,S,1,59.018761061946904,F,H,60483.0,38.333
1,10.0,3,10,0,5,10.0,12.0,7.3,11.67,16,77,50,3,3,19,S,1,77.0,F,U,41608.89441680486,28.333
0,0.0,4,12,2,4,17.0,16.0,12.83,16.0,18,81,63,6,17,24,A,0,75.0,M,H,75367.0,38.0
1,20.0,2,7,1,4,20.0,20.0,12.71,20.0,20,57,48,6,15,18,A,1,46.0,F,H,75367.0,31.333
1,15.0,2,6,1,3,15.0,11.5,9.17,15.0,17,45,39,6,17,17,A,0,30.0,M,H,75367.0,29.333
0,0.0,2,12,1,5,50.0,25.0,15.83,25.0,18,122,74,6,16,30,A,0,44.0,F,U,55792.0,40.333
1,5.0,5,14,4,10,5.0,5.4,6.93,5.5,15,130,64,6,13,25,A,1,59.018761061946904,F,U,41608.89441680486,35.333
0,0.0,1,18,1,12,10.0,10.0,4.5,10.0,18,125,63,3,11,28,A,1,59.018761061946904,F,H,47310.0,31.667
1,24.0,2,8,1,3,24.0,17.0,11.25,24.0,16,80,56,6,15,22,A,0,31.0,F,U,47310.0,34.667
1,12.0,8,11,7,8,6.0,7.13,6.64,7.14,15,41,34,5,15,14,S,1,71.0,M,H,65232.0,25.0
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,51.0,M,H,68159.0,12.667
0,0.0,5,5,3,3,20.0,20.0,20.0,20.0,15,32,30,6,15,13,S,1,41.0,M,U,88241.0,25.333
0,0.0,1,13,1,11,20.0,20.0,6.54,20.0,26,130,65,4,12,27,A,1,59.018761061946904,F,U,41608.89441680486,33.667
0,0.0,3,15,2,7,15.0,11.67,9.27,12.5,16,91,59,5,14,24,S,1,66.0,M,U,41608.89441680486,35.667
0,0.0,5,10,4,8,15.0,12.8,10.6,12.25,17,64,58,6,16,20,S,1,41.0,M,H,60845.0,35.333
1,10.0,2,29,1,16,20.0,20.0,10.55,20.0,24,128,84,6,16,36,S,1,59.018761061946904,F,U,41608.89441680486,43.0
1,5.0,11,43,8,25,5.0,5.27,4.3,5.13,17,128,84,5,16,35,S,1,68.0,F,H,27089.0,41.667
0,0.0,2,12,2,8,12.0,12.5,9.67,12.5,18,75,47,4,13,18,S,1,57.0,M,H,27089.0,26.667
1,29.0,2,7,1,6,24.0,21.0,16.57,18.0,20,76,56,6,16,22,A,1,50.0,F,H,58413.0,33.667
1,25.0,6,10,2,3,12.0,11.83,11.1,11.5,15,53,46,6,17,19,A,1,77.0,M,H,35412.0,32.0
0,0.0,2,4,1,2,31.0,30.0,25.25,29.0,18,44,41,6,17,18,A,0,59.018761061946904,F,U,41608.89441680486,29.667
1,36.0,3,6,2,5,40.0,34.67,23.67,36.0,16,52,50,6,17,20,S,1,44.0,M,H,46974.0,34.0
1,15.0,3,3,2,2,15.0,11.67,11.67,10.0,18,33,28,6,14,12,A,0,51.0,M,H,46974.0,24.0
1,20.0,0,11,0,9,18.0,0.0,10.55,11.67,25,126,70,6,6,31,A,1,76.0,M,H,43423.0,30.667
1,26.0,2,10,0,2,21.0,20.5,15.9,11.67,26,63,52,5,5,21,A,0,61.0,F,U,42819.0,31.333
1,10.0,2,28,2,19,10.0,7.5,6.36,7.5,10,120,91,5,13,31,A,1,59.018761061946904,F,U,41608.89441680486,54.667
1,20.0,2,4,1,2,15.0,13.0,11.5,15.0,18,41,32,6,14,13,A,0,42.0,F,U,45560.0,25.0
0,0.0,3,3,1,1,20.0,16.67,16.67,5.0,20,33,28,6,13,11,A,0,47.0,F,H,30032.0,23.333
0,0.0,2,21,1,12,10.0,7.5,3.9,10.0,18,90,61,5,14,26,A,1,59.018761061946904,F,U,41608.89441680486,34.667
0,0.0,2,3,1,1,16.0,13.0,12.0,10.0,26,33,29,4,12,11,A,0,59.018761061946904,F,U,41608.89441680486,21.667
0,0.0,1,1,0,0,30.0,30.0,30.0,11.67,16,16,14,5,5,6,F,0,62.0,F,U,43017.0,14.333
0,0.0,3,20,0,10,6.0,9.0,6.2,11.67,15,123,73,6,6,30,S,1,42.0,M,H,35966.0,39.0
0,0.0,2,8,2,8,15.0,15.0,9.63,15.0,15,129,58,4,10,24,A,1,59.018761061946904,M,U,21558.0,30.667
1,6.0,6,19,4,11,6.0,6.33,6.11,6.5,16,105,70,5,15,28,S,1,69.0,M,H,60598.0,38.333
1,7.0,6,9,2,4,7.0,6.83,6.0,6.5,16,75,43,6,14,18,A,0,31.0,F,U,39333.0,28.667
0,0.0,2,26,0,14,15.0,14.0,7.69,11.67,15,130,77,3,3,29,E,1,22.0,F,H,40931.0,38.0
1,5.0,7,13,6,9,5.0,5.57,5.38,5.67,17,67,47,6,16,20,S,1,57.0,F,U,40931.0,29.0
1,21.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,13,3,6,5,N,0,55.0,M,H,90240.0,12.0
1,10.0,1,4,0,3,15.0,15.0,7.5,11.67,26,65,42,4,4,16,A,0,35.0,F,H,72882.0,27.0
0,0.0,1,1,0,0,15.0,15.0,15.0,11.67,16,16,13,4,4,5,F,0,27.0,F,H,72882.0,13.333
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,13,3,6,5,N,0,58.0,F,U,66828.0,12.0
1,10.0,1,7,0,5,18.0,18.0,11.14,11.67,24,115,55,4,4,23,A,1,71.0,F,H,45176.0,29.333
1,5.0,6,18,2,6,5.0,8.33,7.67,7.5,4,65,52,4,12,15,A,1,59.018761061946904,M,U,41608.89441680486,34.333
1,19.0,4,7,3,6,10.0,12.5,10.29,10.0,17,44,19,1,5,7,E,1,59.018761061946904,F,U,41608.89441680486,13.0
0,0.0,4,7,2,4,15.0,12.5,10.86,15.0,15,41,17,2,6,7,E,0,59.018761061946904,F,U,41608.89441680486,13.0
0,0.0,2,17,1,9,10.0,7.5,5.24,5.0,18,87,63,5,13,23,A,1,74.0,F,H,51052.0,36.333
1,25.0,2,8,1,2,25.0,25.0,15.75,25.0,23,77,58,6,16,23,A,0,62.0,M,H,51052.0,35.0
1,5.0,5,19,4,16,20.0,8.4,5.74,8.75,17,122,76,6,16,32,S,1,59.018761061946904,M,U,23500.0,40.333
0,0.0,4,6,2,2,15.0,5.75,6.83,5.5,18,32,28,6,15,13,A,0,59.018761061946904,F,U,41608.89441680486,23.667
1,20.0,3,9,3,7,30.0,26.67,17.22,26.67,23,92,64,6,17,26,A,0,24.0,M,H,63009.0,37.333
0,0.0,4,7,4,5,16.0,29.0,25.14,29.0,16,44,43,5,16,17,A,1,59.018761061946904,M,U,41608.89441680486,30.0
0,0.0,6,17,3,10,5.0,9.67,8.88,11.0,21,67,57,6,17,22,S,1,83.0,F,U,44888.0,35.333
1,5.0,7,26,4,11,5.0,3.86,3.58,4.0,20,88,63,5,15,23,S,1,59.018761061946904,F,U,41608.89441680486,35.333
0,0.0,2,3,0,0,10.0,7.5,7.0,11.67,15,20,17,5,5,6,N,0,59.018761061946904,M,H,48085.0,15.667
1,16.0,1,9,0,4,16.0,16.0,9.22,11.67,18,87,57,4,4,20,A,1,58.0,F,U,42047.0,32.0
1,10.0,4,4,2,2,10.0,9.25,9.25,10.5,23,32,25,6,12,10,A,0,59.018761061946904,M,U,41608.89441680486,21.0
1,10.0,5,13,4,10,10.0,10.0,8.31,10.0,19,93,58,6,16,24,S,1,62.0,F,U,36735.0,34.333
1,11.0,4,12,2,7,13.0,11.5,11.08,11.0,18,86,48,4,13,20,S,1,74.0,F,U,41608.89441680486,27.0
1,12.0,4,16,3,13,12.0,10.5,9.19,10.67,16,130,55,4,9,20,S,1,71.0,M,U,40054.0,28.0
1,10.0,4,16,3,12,11.0,9.5,8.44,9.33,17,126,73,6,16,30,A,1,70.0,F,H,40054.0,41.333
0,0.0,3,8,3,7,18.0,17.33,13.63,17.33,16,80,60,6,17,24,A,0,70.0,M,H,40054.0,38.0
0,0.0,2,2,2,2,20.0,15.0,15.0,15.0,16,28,23,5,11,10,A,0,45.0,F,H,40054.0,20.0
0,0.0,2,3,1,2,27.0,26.0,22.33,25.0,19,33,48,7,15,18,A,0,74.0,M,H,40054.0,34.0
0,0.0,2,22,2,13,10.0,9.0,8.0,9.0,18,130,80,5,14,31,A,1,47.0,F,H,44658.0,41.333
0,0.0,3,11,1,5,21.0,19.0,11.55,21.0,16,76,57,6,17,23,A,1,76.0,F,H,44658.0,35.0
1,5.0,6,15,6,10,5.0,5.0,4.87,5.0,16,68,53,6,17,22,S,1,51.0,M,H,43494.0,33.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,15,3,7,6,N,0,45.0,F,U,32989.0,13.0
0,0.0,2,4,0,1,20.0,15.0,8.75,11.67,15,40,28,5,5,12,A,0,47.0,M,H,24102.0,22.667
0,0.0,1,14,0,6,15.0,15.0,9.5,11.67,16,103,66,5,5,26,A,1,77.0,F,U,18750.0,36.0
1,10.0,2,9,1,4,20.0,18.0,13.56,16.0,25,95,62,6,16,25,A,1,59.018761061946904,F,U,22654.0,35.0
0,0.0,2,6,1,2,15.0,12.5,9.17,10.0,27,81,47,4,12,18,A,0,51.0,F,H,24084.0,27.333
1,4.0,9,23,5,13,2.0,3.78,3.26,4.0,16,123,67,6,17,30,S,1,53.0,F,H,29167.0,37.333
1,7.0,5,27,4,13,15.0,7.6,5.11,8.0,17,111,65,4,13,27,S,1,59.018761061946904,F,U,22720.0,31.0
1,5.0,8,36,4,20,5.0,7.75,7.75,9.25,15,126,74,3,12,30,S,1,59.018761061946904,F,U,36364.0,33.333
1,5.0,4,22,0,13,5.0,5.0,4.41,11.67,18,130,71,5,5,30,S,1,56.0,M,U,41608.89441680486,37.333
0,0.0,5,20,3,10,5.0,5.0,4.15,5.0,16,125,66,5,13,28,S,1,77.0,M,U,41608.89441680486,35.667
0,0.0,6,14,2,6,4.0,4.17,3.64,3.75,15,105,59,6,15,25,S,1,59.018761061946904,F,U,41608.89441680486,35.0
1,6.0,6,6,3,3,7.0,5.33,5.33,5.67,18,32,22,4,11,9,A,0,53.0,M,U,28100.0,17.333
0,0.0,2,14,1,7,21.0,21.0,13.79,21.0,23,124,70,6,16,30,A,1,84.0,F,U,21620.0,38.333
0,0.0,5,25,2,11,5.0,3.4,2.92,4.0,18,105,67,6,15,26,S,1,79.0,F,H,37165.0,37.333
1,15.0,6,11,5,6,10.0,11.33,9.45,11.6,17,45,56,6,17,18,A,1,31.0,F,H,33697.0,44.667
0,0.0,2,11,1,8,20.0,15.0,8.82,10.0,26,127,68,5,15,30,A,1,59.018761061946904,M,H,44415.0,36.333
1,4.0,8,16,5,6,4.0,4.13,3.69,3.8,16,67,50,6,17,21,A,0,65.0,F,H,44415.0,32.333
0,0.0,4,10,2,4,14.0,15.75,12.0,12.0,23,53,47,6,17,18,S,1,85.0,F,U,32643.0,33.0
0,0.0,1,14,0,6,12.0,12.0,11.5,11.67,18,92,61,4,4,20,A,1,35.0,M,U,40104.0,33.333
1,9.0,6,8,3,4,8.0,9.33,7.75,9.67,18,78,52,6,14,19,A,1,69.0,M,U,36787.0,33.0
1,10.0,4,11,2,6,10.0,12.5,9.55,15.0,15,102,79,9,19,35,A,1,79.0,F,H,41062.0,46.0
1,5.0,3,14,1,9,3.0,8.67,5.14,10.0,9,112,72,6,14,29,S,1,59.018761061946904,F,H,41062.0,42.333
0,0.0,6,6,2,2,3.0,3.67,3.67,2.5,18,26,16,4,11,9,N,1,65.0,F,H,36141.0,13.667
1,10.0,4,5,3,3,10.0,10.25,9.2,10.33,16,33,29,6,15,13,A,1,67.0,F,U,53142.0,24.667
1,10.0,3,9,2,4,33.0,31.33,21.0,30.5,19,75,55,6,17,22,A,1,81.0,M,U,41608.89441680486,35.667
1,5.0,9,12,7,9,7.0,5.44,5.58,5.57,16,51,39,6,16,16,S,1,62.0,M,U,41608.89441680486,29.0
0,0.0,2,10,2,8,15.0,13.0,8.4,13.0,19,127,64,5,13,28,A,1,73.0,F,U,42251.0,35.667
0,0.0,4,17,2,11,10.0,5.0,6.88,2.5,20,111,69,4,13,25,A,1,41.0,F,H,41608.89441680486,36.333
0,0.0,3,21,1,13,10.0,10.0,6.81,10.0,16,129,75,4,13,31,A,1,46.0,M,U,38728.0,39.0
1,15.0,2,14,2,9,14.0,14.0,10.29,14.0,17,88,66,6,15,24,S,1,70.0,M,U,37412.0,38.333
0,0.0,3,11,1,5,50.0,43.33,24.55,30.0,19,77,64,6,17,25,A,0,54.0,F,H,38962.0,37.333
1,10.0,2,15,0,7,15.0,15.0,12.33,11.67,18,93,69,6,6,26,A,1,36.0,F,H,49375.0,38.667
0,0.0,2,4,2,4,25.0,25.0,25.0,25.0,24,44,22,5,10,11,A,1,35.0,M,H,29089.0,18.0
0,0.0,7,16,4,7,9.0,9.14,7.75,8.75,19,65,51,6,17,22,S,1,51.0,F,H,38796.0,31.333
0,0.0,12,20,8,13,4.0,5.0,4.9,5.0,15,56,47,6,17,21,S,1,67.0,M,H,38796.0,30.667
1,16.0,2,3,1,1,20.0,8.5,12.33,12.0,15,32,26,5,11,10,A,0,74.0,M,H,38796.0,22.333
1,50.0,4,9,4,8,50.0,36.25,25.11,36.25,21,105,63,6,17,27,A,1,80.0,M,U,41608.89441680486,36.0
1,10.0,4,4,2,2,10.0,8.75,8.75,10.0,19,31,26,6,13,11,A,0,75.0,F,H,42920.0,21.667
0,0.0,5,21,3,7,11.0,12.0,7.14,7.67,23,69,59,6,17,24,A,1,59.018761061946904,M,U,39914.0,35.667
1,20.0,1,5,1,4,20.0,20.0,10.4,20.0,20,98,54,4,9,19,A,0,49.0,M,U,31950.0,30.667
0,0.0,5,19,3,10,14.0,11.8,10.63,12.33,17,86,71,6,17,26,S,1,60.0,M,U,31950.0,40.0
1,15.0,2,4,1,2,25.0,15.0,15.0,5.0,15,76,39,5,11,14,A,0,79.0,M,H,31950.0,26.667
1,14.0,2,36,1,16,14.0,14.5,8.5,15.0,17,129,67,3,9,27,A,1,62.0,F,U,33047.0,29.667
0,0.0,5,7,3,3,6.0,5.2,5.14,4.67,18,29,23,6,12,10,A,1,69.0,M,U,33920.0,19.667
0,0.0,3,29,1,12,13.0,14.33,9.1,15.0,20,128,81,6,16,33,S,1,69.0,F,U,47500.0,42.667
1,20.0,2,18,0,11,10.0,10.0,6.06,11.67,25,127,75,5,5,30,A,1,70.0,F,U,41861.0,39.0
0,0.0,3,12,2,10,10.0,10.0,7.25,10.0,17,126,64,6,13,27,A,1,80.0,M,U,44605.0,35.0
1,10.0,1,2,1,1,6.0,15.0,10.5,15.0,15,17,14,4,6,5,N,1,83.0,F,U,44605.0,13.667
1,6.0,4,23,1,10,6.0,6.0,3.52,6.0,17,103,56,6,11,24,S,1,75.0,M,H,39954.0,31.333
0,0.0,2,9,2,6,30.0,40.0,17.11,40.0,16,88,62,6,16,26,A,0,67.0,F,U,37109.0,37.333
0,0.0,7,9,4,5,10.0,8.43,7.89,8.75,17,41,33,6,16,15,S,1,65.0,F,H,49219.0,25.333
0,0.0,4,6,3,3,5.0,5.0,5.17,5.0,18,33,27,6,14,12,S,1,79.0,F,U,41608.89441680486,22.0
0,0.0,2,14,1,11,10.0,12.5,10.5,15.0,15,127,75,5,14,32,L,1,59.018761061946904,M,U,38742.0,39.667
1,10.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,59.018761061946904,F,U,41608.89441680486,12.667
0,0.0,2,3,0,0,10.0,7.5,8.33,11.67,16,20,17,5,5,6,N,0,59.018761061946904,F,U,22065.0,15.667
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,69.0,F,H,23157.0,12.667
1,10.0,2,5,0,3,20.0,15.0,20.0,11.67,18,88,47,6,6,18,A,0,64.0,M,H,22716.0,29.0
0,0.0,3,13,0,6,10.0,6.67,6.31,11.67,15,123,64,4,4,26,A,1,35.0,M,H,48556.0,34.667
1,5.0,1,18,0,7,10.0,10.0,11.5,11.67,18,126,85,5,5,27,A,1,84.0,M,H,29982.0,41.333
1,10.0,3,12,0,6,10.0,10.0,10.25,11.67,18,81,62,6,6,25,A,1,47.0,M,H,41608.89441680486,36.667
0,0.0,2,2,2,2,16.0,13.0,13.0,13.0,22,35,24,4,11,10,A,0,29.0,M,U,62244.0,19.667
0,0.0,6,16,4,9,10.0,11.67,10.44,12.75,21,76,62,6,17,24,S,1,73.0,M,H,64504.0,35.667
0,0.0,2,5,0,1,20.0,15.0,10.0,11.67,18,45,37,6,6,15,A,0,59.018761061946904,F,U,41608.89441680486,27.667
1,10.0,5,16,3,12,7.0,8.0,5.69,7.67,18,126,72,6,17,31,S,1,59.018761061946904,F,U,62000.0,40.333
1,10.0,2,5,1,3,15.0,12.5,9.0,15.0,16,80,46,5,9,15,A,0,59.018761061946904,F,U,41608.89441680486,27.0
0,0.0,7,20,5,9,5.0,4.57,4.1,4.4,16,57,79,11,22,33,A,1,32.0,M,U,92295.0,47.667
0,0.0,2,12,1,7,15.0,12.5,11.83,10.0,18,101,62,6,15,26,A,1,46.0,F,H,105303.0,36.0
1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,13,4,6,5,F,0,22.0,M,H,105303.0,12.667
1,10.0,1,5,0,3,15.0,15.0,12.0,11.67,19,104,54,4,4,20,A,0,46.0,F,U,41608.89441680486,28.667
0,0.0,5,11,0,4,13.0,11.4,8.73,11.67,18,104,63,6,6,25,A,1,44.0,M,H,82313.0,36.0
0,0.0,4,9,2,4,20.0,17.5,13.56,17.5,8,53,58,9,18,23,F,1,35.0,M,H,82313.0,40.667
0,0.0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,13,5,7,6,F,0,38.0,F,H,82313.0,13.0
0,0.0,2,8,2,6,16.0,15.0,9.88,15.0,16,77,55,6,13,20,S,1,41.0,F,H,82313.0,33.333
0,0.0,1,1,0,0,30.0,30.0,30.0,11.67,20,20,16,5,5,6,F,0,76.0,F,H,47836.0,14.667
0,0.0,1,9,0,6,15.0,15.0,10.56,11.67,27,93,59,4,4,23,A,1,55.0,F,H,53015.0,33.0
0,0.0,7,16,3,7,25.0,14.57,11.31,13.0,17,68,57,6,17,23,A,1,69.0,F,U,41608.89441680486,35.0
0,0.0,1,16,0,9,19.0,19.0,12.0,11.67,16,93,66,5,5,24,A,1,59.018761061946904,F,U,41608.89441680486,36.667
0,0.0,0,11,0,4,18.0,0.0,12.45,11.67,27,111,51,2,2,19,A,0,59.018761061946904,F,U,41608.89441680486,21.667
1,15.0,4,4,3,3,12.0,10.5,10.5,10.67,17,29,26,6,12,10,A,1,59.018761061946904,M,U,41608.89441680486,21.0
1,8.0,5,9,3,4,10.0,8.0,6.89,9.0,21,57,37,4,13,16,A,0,66.0,F,H,65435.0,22.333
0,0.0,6,45,4,17,10.0,17.5,16.24,16.0,22,128,87,5,16,32,S,1,59.018761061946904,F,H,52688.0,44.333
0,0.0,5,13,3,9,17.0,15.4,12.46,15.0,19,128,85,6,17,32,S,1,69.0,M,H,62592.0,45.333
1,9.0,4,5,1,2,10.0,9.0,8.2,10.0,16,44,34,6,14,14,A,0,36.0,M,H,42359.0,25.333
0,0.0,3,3,1,1,25.0,20.0,20.0,25.0,19,32,26,6,13,11,A,0,59.018761061946904,M,U,73684.0,22.333
0,0.0,1,7,0,3,15.0,15.0,9.71,11.67,27,104,60,4,4,23,A,1,73.0,F,H,55043.0,32.667
0,0.0,2,2,1,1,3.0,11.5,11.5,3.0,15,16,14,4,6,5,F,0,47.0,F,U,55043.0,14.333
1,3.0,4,35,3,20,5.0,2.0,2.97,2.0,19,129,62,3,9,28,S,1,77.0,M,H,45642.0,27.667
0,0.0,2,17,1,10,11.0,10.0,3.59,9.0,18,125,57,4,10,25,A,1,64.0,M,U,44830.0,31.333
1,15.0,1,11,0,4,100.0,10.0,18.18,11.67,18,102,57,4,4,22,A,0,59.018761061946904,M,U,41608.89441680486,30.667
0,0.0,3,9,1,4,10.0,11.67,7.89,10.0,16,91,56,6,13,22,A,0,71.0,M,H,61366.0,33.667
1,15.0,2,2,1,1,15.0,10.0,10.0,5.0,18,32,21,4,9,8,A,0,74.0,F,U,41608.89441680486,18.0
1,4.0,6,10,4,6,5.0,4.67,4.5,4.5,17,45,37,6,17,17,A,1,58.0,F,H,66481.0,27.333
0,0.0,1,17,0,9,12.0,12.0,10.24,11.67,26,124,64,4,4,24,A,1,43.0,M,U,65147.0,31.333
0,0.0,2,20,1,12,15.0,15.0,9.6,15.0,21,104,69,6,16,28,A,1,59.018761061946904,F,H,65147.0,38.333
0,0.0,1,10,1,7,16.0,16.0,9.8,16.0,17,114,45,2,7,18,A,1,85.0,F,U,46960.0,23.0
0,0.0,1,8,0,4,20.0,20.0,11.13,11.67,26,98,59,5,5,24,A,0,59.018761061946904,F,H,46960.0,33.333
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,12,4,6,5,F,0,59.018761061946904,F,U,41608.89441680486,12.0
0,0.0,1,1,0,0,20.0,20.0,20.0,11.67,18,18,12,4,4,5,F,0,78.0,F,H,52067.0,12.333
0,0.0,3,3,2,2,12.0,10.67,10.67,11.0,17,24,24,6,11,9,N,1,31.0,M,H,52067.0,21.0
1,4.0,11,33,6,19,3.0,4.73,4.85,5.33,15,129,80,6,17,34,S,1,59.018761061946904,F,U,41608.89441680486,42.667
1,16.0,4,7,3,5,12.0,10.5,9.0,10.67,16,53,40,6,15,15,A,1,43.0,F,U,41608.89441680486,29.333
0,0.0,0,17,0,10,12.0,0.0,9.94,11.67,26,125,78,4,4,26,A,1,70.0,M,H,75533.0,34.0
1,5.0,6,20,1,9,5.0,5.0,5.45,5.0,24,123,67,6,13,28,S,1,57.0,F,U,46771.0,35.667
0,0.0,9,14,4,6,10.0,8.11,6.86,8.0,18,103,52,6,16,21,S,1,65.0,F,H,50263.0,33.667
0,0.0,8,12,5,6,5.0,6.13,5.33,5.4,18,40,37,6,17,16,S,1,59.018761061946904,F,U,41608.89441680486,27.333
0,0.0,4,16,3,7,6.0,7.75,9.94,8.0,19,68,60,6,15,21,S,1,48.0,F,H,32793.0,35.667
0,0.0,4,12,2,8,9.0,7.75,8.33,7.0,18,114,61,5,12,26,S,1,84.0,F,U,35122.0,34.333
0,0.0,5,23,1,8,7.0,7.0,6.91,9.0,15,76,61,6,17,24,S,1,67.0,F,H,35122.0,37.0
0,0.0,9,25,9,19,5.0,5.0,4.68,5.0,9,78,71,10,21,29,S,1,73.0,F,U,35122.0,45.667
0,0.0,4,18,2,12,10.0,9.25,6.56,8.5,19,119,70,6,16,33,S,1,87.0,F,H,36291.0,39.0
0,0.0,12,60,6,29,10.0,10.75,9.38,10.83,17,128,94,5,16,40,S,1,27.0,F,U,41608.89441680486,46.333
1,8.0,7,13,1,3,7.0,7.57,6.08,7.0,15,75,53,5,13,20,S,1,67.0,F,H,56604.0,31.333
1,20.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,13,4,6,5,F,0,73.0,M,U,46893.0,13.333
1,25.0,5,12,4,8,11.0,11.8,9.92,12.25,22,65,45,6,16,20,A,0,56.0,M,H,46893.0,27.0
0,0.0,5,8,5,6,15.0,11.0,10.63,11.0,20,41,37,6,17,16,A,1,59.018761061946904,M,U,41608.89441680486,27.667
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,13,4,6,5,F,0,59.0,F,H,46893.0,12.667
0,0.0,1,2,1,2,10.0,10.0,12.5,10.0,18,21,17,6,10,8,N,0,74.0,M,U,71148.0,16.333
0,0.0,3,17,1,7,5.0,6.33,4.65,7.0,16,119,57,3,9,23,S,1,79.0,F,U,41608.89441680486,28.0
0,0.0,2,2,1,1,15.0,14.0,14.0,15.0,21,32,25,4,10,9,A,0,59.0,M,H,47663.0,19.667
0,0.0,1,1,1,1,15.0,15.0,15.0,15.0,26,26,15,3,8,7,N,0,58.0,M,U,47663.0,13.333
1,25.0,2,2,1,1,20.0,13.5,13.5,7.0,18,28,20,4,9,8,A,0,42.0,F,U,41608.89441680486,17.333
1,15.0,3,11,1,4,25.0,19.67,13.45,14.0,16,113,66,6,16,28,S,1,59.018761061946904,M,H,42546.0,37.667
1,5.0,4,20,3,11,5.0,5.5,3.15,5.67,15,130,43,3,8,16,S,1,59.0,F,U,41608.89441680486,23.667
1,10.0,5,24,2,12,10.0,10.0,15.38,10.0,15,116,72,6,17,30,S,1,53.0,M,H,45840.0,39.0
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,14,5,7,6,F,0,29.0,M,H,45840.0,14.333
0,0.0,2,9,1,7,15.0,12.5,7.11,15.0,16,116,62,4,12,27,A,0,80.0,F,U,47879.0,36.333
